year,Base case cost,Modeled non-residential ashp
2017,299955.781044,384016.457826
2018,328498.141044,411872.328881
2019,361866.56423,444621.835379
2020,379896.98423,461959.130109
2021,385983.867416,467348.912744
2022,395823.967416,476496.345984
2023,395480.483162,475464.214288
2024,401278.523162,480586.054896
2025,400577.416348,479229.634966
2026,408166.696348,486184.102118
2027,407076.629534,484470.512273
2028,412662.509534,489443.790946
2029,411223.345281,487411.421053
2030,415789.895281,491390.55981
2031,415801.638467,490846.843762
