year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,595825.0,264493.0,331332.0
2004,,629669.0,274965.0,354704.0
2005,,818452.0,314552.0,503900.0
2006,,882469.0,347539.0,534930.0
2007,,937800.0,409926.0,527874.0
2008,,991665.0,445333.0,546332.0
2009,,1078107.0,518289.0,559818.0
2010,,1161834.0,573035.0,588799.0
2011,,1234117.0,592789.0,641328.0
2012,,1225417.0,641447.0,583970.0
2013,,1204353.0,664485.0,539868.0
2014,start of forecast,1106662.0,518273.0,588389.0
2015,,1117079.0,528691.0,588389.0
2016,,1127606.0,539218.0,588389.0
2017,,1135538.0,547149.0,588389.0
2018,,1145562.0,557173.0,588389.0
2019,,1157758.0,569369.0,588389.0
2020,,1168973.0,580585.0,588389.0
2021,,1180447.0,592058.0,588389.0
2022,,1191395.0,603007.0,588389.0
2023,,1203286.0,614898.0,588389.0
2024,,1214281.0,625892.0,588389.0
2025,,1224767.0,636378.0,588389.0
2026,,1234944.0,646555.0,588389.0
2027,,1245189.0,656801.0,588389.0
2028,,1253949.0,665560.0,588389.0
2029,,1266091.0,677703.0,588389.0
2030,,1277551.0,689163.0,588389.0
2031,,1286971.0,698583.0,588389.0
2032,,1293882.0,705493.0,588389.0
2033,,1299776.0,711387.0,588389.0
2034,,1305564.0,717175.0,588389.0
2035,,1311869.0,723480.0,588389.0
2036,,1320649.0,732261.0,588389.0
2037,,1330110.0,741721.0,588389.0
2038,,1337824.0,749436.0,588389.0
2039,,1344902.0,756513.0,588389.0
2040,,1350480.0,762091.0,588389.0
