year,Base case cost,Modeled non-residential ashp
2017,187279.734276,176333.698517
2018,207778.407928,191209.363144
2019,237189.548385,212552.708044
2020,250558.248593,222254.228454
2021,260361.962079,229368.676754
2022,267491.935523,234542.820972
2023,272839.415606,238423.429135
2024,277295.649009,241657.269272
2025,281751.882412,244891.109408
2026,287990.609175,249418.485599
2027,293338.089258,253299.093763
2028,297794.322661,256532.933899
2029,303141.802744,260413.542063
2030,306706.789466,263000.614172
2031,312945.51623,267527.990363
