year,Base case cost,Modeled residential ashp
2017,107593.969264,84885.397943
2018,119370.650128,91220.4471308
2019,140271.784753,104314.023264
2020,148177.914895,108671.263183
2021,153975.743667,111866.572456
2022,158192.346409,114190.433746
2023,161354.798466,115933.329714
2024,163990.17518,117385.74302
2025,166625.551895,118838.156327
2026,170315.079295,120871.534955
2027,173477.531352,122614.430923
2028,176112.908066,124066.844229
2029,174157.817626,120692.1977
2030,171028.21058,116616.219928
2031,174507.097619,118438.958196
