year,Base case cost,Modeled non-residential ashp
2017,663986.897445,732820.485391
2018,717661.897445,784192.28127
2019,789704.988237,853556.160909
2020,823611.059029,885644.606245
2021,847623.899029,908081.696093
2022,864580.259821,923641.681099
2023,877293.029821,935074.962574
2024,893605.990236,950193.803427
2025,904988.070236,960373.717151
2026,920644.901028,974757.887442
2027,933456.391821,986380.475633
2028,943422.482613,995240.909691
2029,963102.963028,1013774.658
2030,971707.86382,1021346.03948
2031,987471.19382,1035940.94372
