year,Base case cost,Modeled non-residential ashp
2017,472018.932529,582329.576001
2018,503613.545627,611898.036794
2019,545739.696424,651322.651185
2020,565845.359305,670138.944417
2021,579249.134559,682683.139905
2022,589780.672258,692539.293502
2023,597439.972403,699707.40521
2024,603184.447512,705083.48899
2025,609886.335138,711355.586734
2026,618503.047802,719419.712405
2027,626162.347947,726587.824112
2028,631906.823055,731963.907893
2029,640523.535718,740028.033564
2030,645310.598309,744508.103381
2031,653927.310972,752572.229052
