year,Base case cost,Modeled residential ashp
2017,72838.9911073,218677.978193
2018,80065.2783797,211684.449745
2019,88152.760432,202969.44128
2020,94039.9958382,197700.995368
2021,98579.6085726,192382.694226
2022,101665.153338,186904.477273
2023,105192.626765,182472.704543
2024,107690.68233,177612.580958
2025,110391.789657,172867.10319
2026,114238.221948,168946.554369
2027,117784.996011,165317.548174
2028,121196.133666,161912.268264
2029,124432.2616,157773.471355
2030,127740.879162,154746.580034
2031,131063.346059,150940.417465
