year,Base case cost,Modeled non-residential ashp
2017,107338.027991,175408.473592
2018,114347.640824,175707.816877
2019,123985.858468,177424.384667
2020,128366.866489,176534.993061
2021,131652.622504,175160.282614
2022,133843.126514,173298.537596
2023,135595.529722,171283.197985
2024,136909.832128,169112.627176
2025,138443.184936,167120.342809
2026,140414.638545,165416.489613
2027,141947.991352,163552.722972
2028,143262.293758,161639.259706
2029,145233.747367,160121.467366
2030,146328.999372,158215.990399
2031,148300.452981,156815.08416
