year,Base case cost,Modeled residential ashp
2017,128023.530647,190785.9437
2018,137779.305272,190851.900519
2019,150699.114912,191365.161662
2020,156763.515355,190999.488301
2021,160982.228707,190417.006478
2022,164146.263721,189721.724544
2023,166255.620397,188913.015945
2024,160866.871205,181089.268743
2025,162888.620396,180243.344586
2026,165415.806885,179469.598856
2027,167437.556076,178671.732187
2028,169206.586619,177873.120459
2029,171481.054459,177145.017357
2030,180230.108374,183828.758558
2031,182866.804219,183277.805223
