year,Base case cost,Modeled non-residential ashp
2017,285383.391198,332832.067887
2018,307130.456229,347213.530118
2019,335930.623433,366565.950441
2020,349449.069263,375212.932526
2021,358853.205493,380991.959211
2022,365906.307665,385140.140467
2023,370608.37578,387657.025114
2024,374134.926866,389367.220533
2025,378836.994981,391920.392427
2026,384714.580124,395316.120594
2027,389416.648239,397903.898704
2028,393530.95784,400095.850019
2029,398820.784469,403129.155182
2030,401759.577041,404528.288054
2031,407637.162184,408005.591383
