year,Base case cost,Modeled non-residential ashp
2017,511047.972748,642543.905008
2018,541908.912748,672861.004155
2019,583056.832748,713928.5101
2020,602695.612748,732666.766756
2021,615794.71745,744752.779321
2022,634363.153442,762200.598316
2023,641950.408144,768558.917636
2024,647649.497547,773058.431787
2025,654289.532249,778668.876306
2026,662817.932249,786064.417663
2027,670391.657547,792533.891085
2028,676070.062845,797134.482381
2029,683657.917547,803813.118479
2030,689336.182845,808333.264016
2031,697864.402845,815872.095259
