year,Base case cost,Modeled non-residential ashp
2017,209942.859256,207382.581718
2018,232045.987138,225810.339051
2019,263819.233467,252705.406695
2020,279015.133886,265140.521243
2021,289375.97508,273371.928777
2022,296973.92529,279209.177802
2023,302499.70726,283255.154961
2024,307334.766484,286716.093763
2025,312860.548455,290798.238007
2026,319077.053171,295501.168885
2027,324602.835142,299617.804751
2028,329437.894366,303147.746197
2029,335654.399082,307900.612163
2030,339798.73556,310859.340104
2031,346705.963023,316246.912347
