year,Base case cost,Modeled residential ashp
2017,39976.6503111,47250.6510825
2018,44185.4574943,48962.0120109
2019,47741.6276693,49269.0716279
2020,50491.5296016,50105.0826311
2021,52366.4627372,50467.1598919
2022,50933.9988117,47757.7015467
2023,51881.7256939,47608.9883385
2024,49805.6265926,44506.7765239
2025,50701.116018,44336.2623218
2026,48692.1769028,41221.0762149
2027,49535.4288714,41027.35103
2028,47158.9643935,37682.8431139
2029,44875.7786301,34335.4333045
2030,45429.8614213,34003.4343587
2031,43075.7807373,30556.6003609
