year,annotation,consumption,consumption residential,consumption non-residential
2003,,588069.0,227029.0,361040.0
2004,,566028.0,225107.0,340921.0
2005,,550359.0,215706.0,334653.0
2006,,555406.0,205359.0,350047.0
2007,,592195.0,198139.0,394056.0
2008,,617064.0,206206.0,410858.0
2009,,628656.0,210322.0,418334.0
2010,,615784.0,221832.0,393952.0
2011,,601469.0,216570.0,384899.0
2012,,634267.0,218494.0,415773.0
2013,,654588.0,210498.0,444090.0
2014,start of forecast,629107.0,214187.0,414921.0
2015,,629108.0,214187.0,414921.0
2016,,629111.0,214190.0,414921.0
2017,,629114.0,214193.0,414921.0
2018,,629117.0,214197.0,414921.0
2019,,629121.0,214200.0,414921.0
2020,,629125.0,214204.0,414921.0
2021,,629128.0,214208.0,414921.0
2022,,629132.0,214211.0,414921.0
2023,,629135.0,214214.0,414921.0
2024,,629138.0,214218.0,414921.0
2025,,629142.0,214221.0,414921.0
2026,,629147.0,214226.0,414921.0
2027,,629151.0,214230.0,414921.0
2028,,629156.0,214235.0,414921.0
2029,,629160.0,214240.0,414921.0
2030,,629165.0,214245.0,414921.0
2031,,629170.0,214250.0,414921.0
2032,,629175.0,214254.0,414921.0
2033,,629180.0,214259.0,414921.0
2034,,629185.0,214264.0,414921.0
2035,,629189.0,214269.0,414921.0
2036,,629194.0,214273.0,414921.0
2037,,629198.0,214277.0,414921.0
2038,,629202.0,214282.0,414921.0
2039,,629206.0,214285.0,414921.0
2040,,629210.0,214289.0,414921.0
