year,Base case cost,Modeled residential ashp
2017,86341.391206,195336.284682
2018,93019.5818081,199500.752327
2019,102418.516729,206202.782593
2020,107117.98419,208645.438606
2021,110086.068902,209546.019224
2022,112559.472829,210036.146062
2023,114290.855578,209888.291777
2024,115527.557541,209328.010066
2025,117258.94029,209260.46395
2026,119237.663431,209458.194646
2027,120969.04618,209467.23637
2028,122205.748143,209060.173419
2029,133771.015589,218955.328118
2030,135103.185996,218715.061593
2031,137234.658647,219246.077729
