year,Base case cost,Modeled non-residential ashp
2017,342410.90055,463395.333305
2018,372211.834429,490966.033708
2019,410803.800386,526584.355032
2020,441402.293167,555763.608328
2021,459773.420525,573188.576031
2022,476191.801752,588863.5461
2023,497904.244155,610102.908674
2024,511740.768192,623466.352883
2025,525760.448493,637012.953357
2026,541640.150071,652284.409441
2027,565460.036244,675563.632953
2028,579282.330968,688980.430682
2029,595043.14251,704200.579563
2030,608301.739125,717121.262016
2031,625358.873835,733570.151232
