year,Base case cost,Modeled non-residential ashp
2017,290697.285466,371139.53965
2018,313394.257778,392467.723007
2019,344917.830433,422090.199894
2020,359418.673854,435716.539261
2021,369506.217103,445195.731865
2022,377071.874541,452305.126317
2023,382115.646165,457044.722619
2024,386528.946337,461191.869383
2025,392203.189415,466523.915223
2026,398507.903946,472448.4106
2027,403551.675571,477188.006901
2028,407964.975742,481335.153666
2029,413639.21882,486667.199505
2030,417422.047539,490221.896731
2031,423726.76207,496146.392109
