year,Base case cost,Modeled residential ashp
2017,159308.422458,242320.481889
2018,171746.855956,253349.084615
2019,189022.458038,268666.5884
2020,196969.234995,275712.640142
2021,208614.45397,286731.267663
2022,212885.844875,290532.714977
2023,215733.438812,293067.013186
2024,218225.083507,295284.52412
2025,221428.626686,298135.609606
2026,224988.119107,301303.482368
2027,227835.713044,303837.780577
2028,237081.053277,312808.987049
2029,240378.53126,315754.007339
2030,242576.849916,317717.354199
2031,246240.714341,320989.598966
