year,Base case cost,Modeled transmission and interties
2021,140249.378762,603767.491089
2022,145195.110366,606449.777228
2023,148605.011832,608398.479889
2024,151297.794167,610118.472537
2025,154374.235237,611847.800288
2026,158718.78197,614366.722132
2027,162212.347335,616363.656156
2028,165503.924144,618436.048927
2029,169042.907053,620459.432408
2030,171845.647655,622002.058108
2031,176353.936589,624615.886827
2032,180339.923757,626924.768863
2033,184923.5102,629831.875388
2034,189936.172922,632766.987221
2035,192847.676592,634371.069012
2036,197934.441625,637348.966732
2037,200886.582046,638975.608354
2038,205421.165348,641630.66711
2039,209829.057604,644158.924056
2040,215465.613971,647483.776421
