year,Base case cost,Modeled residential ashp
2017,401912.925874,588450.14804
2018,432441.752334,611026.852377
2019,473574.218642,642785.854838
2020,496467.945102,659296.214887
2021,515170.331562,672396.295283
2022,523509.191562,675773.839176
2023,537007.878021,684674.25162
2024,548776.084481,692205.182707
2025,561624.380789,700761.423717
2026,569330.860789,703981.192018
2027,583405.697249,713786.540306
2028,595676.513709,722141.161358
2029,603579.153709,725789.445297
2030,615070.560169,733652.056496
2031,630709.446629,745182.5561
