year,Base case cost,Modeled non-residential ashp
2017,401912.925874,434316.598951
2018,432441.752334,463541.899102
2019,473574.218642,503139.056736
2020,496467.945102,524985.509327
2021,515170.331562,542768.201976
2022,523509.191562,550292.089623
2023,537007.878021,563035.169007
2024,548776.084481,574106.797256
2025,561624.380789,586249.698158
2026,569330.860789,593219.138883
2027,583405.697249,606592.496421
2028,595676.513709,618219.594201
2029,603579.153709,625423.447733
2030,615070.560169,636318.249074
2031,630709.446629,651282.380039
