year,Base case cost,Modeled transmission and interties
2021,337249.666241,1575470.91075
2022,350820.940789,1565450.27878
2023,361782.011757,1553814.27478
2024,371946.170062,1541981.76542
2025,383599.327689,1531721.2741
2026,397394.974613,1523566.61555
2027,411005.996303,1515554.52168
2028,423026.948994,1506728.38192
2029,438915.313501,1501224.63041
2030,448827.466786,1492499.32866
2031,464567.501817,1487740.21033
2032,480137.162247,1483230.80686
2033,496388.321083,1478545.06074
2034,513794.561962,1477108.47687
2035,526771.345044,1471547.86969
2036,543767.531797,1469466.46949
2037,557581.749361,1465166.02491
2038,574101.464772,1463391.65989
2039,589468.211169,1460924.70337
2040,612754.594326,1463708.257
