year,Base case cost,Modeled residential ashp
2017,1295173.1081,1729212.05496
2018,1378450.06313,1797850.51042
2019,1489091.07904,1891992.98224
2020,1542155.68002,1932899.51501
2021,1587686.95593,1967620.6404
2022,1624870.70184,1994877.83518
2023,1649592.67282,2010322.47513
2024,1678422.23829,2030289.65698
2025,1707501.20375,2050687.01782
2026,1742929.17966,2077150.27137
2027,1768468.5702,2094127.17356
2028,1798308.40567,2115802.71406
2029,1831512.69114,2140777.29216
2030,1858742.19617,2160397.31348
2031,1895660.16164,2189173.10645
