year,Base case cost,Modeled non-residential ashp
2017,1295173.1081,1495449.87586
2018,1378450.06313,1572684.3379
2019,1489091.07904,1676598.69743
2020,1542155.68002,1724576.26795
2021,1587686.95593,1765538.16311
2022,1624870.70184,1798495.84995
2023,1649592.67282,1819246.94863
2024,1678422.23829,1844272.7403
2025,1707501.20375,1869626.98778
2026,1742929.17966,1901235.15784
2027,1768468.5702,1923116.28136
2028,1798308.40567,1949457.62167
2029,1831512.69114,1979149.16738
2030,1858742.19617,2003108.4391
2031,1895660.16164,2036566.30504
