year,Base case cost,Modeled non-residential ashp
2017,229799.946613,258416.971872
2018,256668.788165,277725.132083
2019,293938.47161,304507.418828
2020,312139.94492,317587.140261
2021,324274.26046,326306.95455
2022,333808.365527,333158.237205
2023,340742.260121,338140.988227
2024,345942.681067,341878.051494
2025,352876.575661,346860.802516
2026,360677.20708,352466.397416
2027,367611.101674,357449.148438
2028,372811.52262,361186.211705
2029,380612.154038,366791.806605
2030,384945.83816,369906.025994
2031,393613.206403,376134.464771
