year,Base case cost,Modeled transmission and interties
2021,523506.147675,2409675.98052
2022,541384.792678,2397986.34922
2023,554973.256522,2383349.91156
2024,567186.573375,2367986.82278
2025,579503.936659,2353343.06932
2026,596466.973071,2343227.09354
2027,610540.986926,2331504.14685
2028,621673.955007,2318120.27973
2029,637513.289969,2308604.50836
2030,648845.680375,2295854.28622
2031,664936.460877,2288337.59872
2032,682731.868735,2282340.26926
2033,699911.668545,2276273.90609
2034,717216.324072,2270822.91021
2035,728299.003045,2261095.7753
2036,745825.624291,2257516.50657
2037,759497.32528,2249851.11136
2038,778106.029404,2248210.35073
2039,792781.77845,2243168.51308
2040,812429.212773,2242757.17754
