year,Base case cost,Modeled non-residential ashp
2017,52724.1754525,133781.692339
2018,55788.5754007,134781.003689
2019,60121.0029136,136928.537348
2020,62234.3821882,137174.064644
2021,63608.0787166,136810.328946
2022,64664.7683539,136206.062798
2023,65404.4511,135360.4066
2024,66038.4648824,134457.327087
2025,66672.4786648,133588.407708
2026,67623.4993384,133030.057492
2027,68363.1820845,132319.478487
2028,68891.5269031,131455.907099
2029,69736.8786129,130900.613869
2030,70265.2234316,130098.451244
2031,71110.5751414,129603.127476
