year,Base case diesel consumed,Modeled solar power (pv)
2016,71358.5103642,70177.319296
2017,71792.0371586,70620.295619
2018,72225.5639531,71063.1963457
2019,72659.0907475,71506.022081
2020,73092.6175419,71948.7734248
2021,73526.1443364,72391.4509721
2022,73959.6711308,72834.0553135
2023,74393.1979252,73276.5870345
2024,74826.7247197,73719.046716
2025,75260.2515141,74161.4349345
2026,75693.7783086,74603.7522616
2027,76127.305103,75045.9992644
2028,76560.8318974,75488.1765055
2029,76994.3586919,75930.2845431
2030,77427.8854863,76372.3239307
2031,77861.4122807,76814.2952176
2032,78294.9390752,77256.1989485
2033,78641.7605107,77611.3303051
2034,78988.5819463,77966.3951823
2035,79335.4033818,78321.394112
