year,Base case cost,Modeled non-residential ashp
2017,105506.364822,392533.878161
2018,112726.24539,394797.456946
2019,122352.752815,399053.537542
2020,126965.454289,399407.424189
2021,129973.737859,398564.753408
2022,132380.364715,397320.030413
2023,133984.782619,395512.215567
2024,135188.096047,393458.104144
2025,136792.513951,391793.061737
2026,138597.484093,390356.170578
2027,140201.901997,388827.286804
2028,141605.767663,387204.833614
2029,143410.737805,385965.065393
2030,144413.498995,384150.890606
2031,146419.021375,383194.222435
