year,Base case cost,Modeled residential ashp
2017,1585772.91355,2197141.00497
2018,1695480.08087,2270948.71754
2019,1838256.23776,2371078.78455
2020,1917482.48465,2422960.63162
2021,1980355.82197,2462755.22956
2022,2033448.77886,2495451.98842
2023,2076418.89575,2520700.9636
2024,2108968.21814,2536621.43658
2025,2152718.99547,2563253.06421
2026,2200623.67235,2593541.32013
2027,2249046.48968,2624631.36478
2028,2290446.00701,2650550.56432
2029,2339854.28345,2683173.57661
2030,2378241.1799,2707402.55879
2031,2428566.95767,2741465.21726
