year,Base case cost,Modeled residential ashp
2017,1052548.2057,1805541.57604
2018,1133186.27712,1850968.47211
2019,1244082.40743,1920698.61742
2020,1305955.32132,1955149.68174
2021,1357078.08669,1982732.11483
2022,1406926.02832,2012208.89924
2023,1447392.49799,2033353.54023
2024,1483306.84637,2051691.14305
2025,1522221.26292,2072654.43466
2026,1564256.41555,2096356.36091
2027,1604176.3981,2118961.1782
2028,1641860.54264,2140340.85427
2029,1685464.37823,2166532.17121
2030,1721234.46589,2187293.9257
2031,1765843.86748,2215069.21059
