year,annotation,consumption,consumption residential,consumption non-residential
2003,,1818274.0,727026.0,1091248.0
2004,,1744925.0,756694.0,988231.0
2005,,1698175.0,753891.0,944284.0
2006,,1704357.0,777597.0,926760.0
2007,,1769852.0,797105.0,972747.0
2008,,2076743.0,828832.0,1247911.0
2009,,2290927.0,848676.0,1442251.0
2010,,1994025.0,856429.0,1137596.0
2011,,2100087.0,874346.0,1225741.0
2012,,2088753.0,870587.0,1218166.0
2013,,2109575.0,902204.0,1207371.0
2014,,2077099.0,880439.0,1196660.0
2015,,2085028.0,863906.0,1221122.0
2016,start of forecast,2115486.0,907102.0,1208384.0
2017,,2130348.0,921964.0,1208384.0
2018,,2144971.0,936586.0,1208384.0
2019,,2159331.0,950947.0,1208384.0
2020,,2173220.0,964836.0,1208384.0
2021,,2186464.0,978080.0,1208384.0
2022,,2199310.0,990926.0,1208384.0
2023,,2211756.0,1003372.0,1208384.0
2024,,2224137.0,1015753.0,1208384.0
2025,,2236338.0,1027953.0,1208384.0
2026,,2248460.0,1040076.0,1208384.0
2027,,2260273.0,1051888.0,1208384.0
2028,,2271931.0,1063546.0,1208384.0
2029,,2285251.0,1076867.0,1208384.0
2030,,2298202.0,1089818.0,1208384.0
2031,,2310597.0,1102212.0,1208384.0
2032,,2321574.0,1113190.0,1208384.0
2033,,2332088.0,1123704.0,1208384.0
2034,,2342630.0,1134246.0,1208384.0
2035,,2353548.0,1145163.0,1208384.0
2036,,2365090.0,1156706.0,1208384.0
2037,,2377186.0,1168801.0,1208384.0
2038,,2388986.0,1180602.0,1208384.0
2039,,2400003.0,1191619.0,1208384.0
2040,,2410390.0,1202006.0,1208384.0
