year,Base case cost,Modeled residential ashp
2017,954942.452065,1266848.03129
2018,1023384.45597,1324341.00861
2019,1104929.28494,1393703.20907
2020,1155351.84928,1435027.05716
2021,1187026.27869,1458676.87659
2022,1219949.74259,1484183.38375
2023,1241757.432,1499024.05193
2024,1266850.73634,1517596.95922
2025,1294362.12981,1538568.36532
2026,1318994.53878,1556483.71174
2027,1347069.13224,1578278.39139
2028,1365540.88077,1590750.03636
2029,1396320.69555,1615343.63585
2030,1415108.21496,1628373.26409
2031,1448734.53799,1655895.58041
