year,Base case cost,Modeled non-residential ashp
2017,954942.452065,1068358.18909
2018,1023384.45597,1133325.37122
2019,1104929.28494,1211060.3023
2020,1155351.84928,1258544.41254
2021,1187026.27869,1287589.86737
2022,1219949.74259,1318063.24512
2023,1241757.432,1337555.44255
2024,1266850.73634,1360466.71643
2025,1294362.12981,1385799.0315
2026,1318994.53878,1408211.09949
2027,1347069.13224,1434195.57244
2028,1365540.88077,1450663.25636
2029,1396320.69555,1479394.65301
2030,1415108.21496,1496260.9563
2031,1448734.53799,1527876.63346
