year,Base case cost,Modeled transmission and interties
2021,227501.616327,462653.865067
2022,234313.056195,463472.394867
2023,239750.959986,463116.712466
2024,243805.822259,461575.263649
2025,248580.72161,461471.460088
2026,254786.18968,462151.446478
2027,259311.571232,461389.821225
2028,263433.763705,460982.506664
2029,268991.277615,461352.457
2030,273148.323368,460505.62492
2031,279459.935517,461765.246286
2032,285082.403267,463137.380719
2033,291120.734017,464350.903927
2034,297500.468486,466607.057268
2035,302135.162598,466006.266536
2036,308556.087307,468466.910676
2037,312496.09218,468048.868245
2038,318956.622889,470706.177684
2039,324719.295879,471435.399269
2040,331590.936867,474664.253579
