year,Base case cost,Modeled residential energy efficiency
2017,-9188.33055482,-10623.6311149
2018,-5585.19759885,-7370.00847176
2019,-380.672218009,-2629.67814554
2020,2154.86578804,-361.811206832
2021,3889.70758165,1165.66219639
2022,5224.20126905,2323.86435922
2023,6158.34685023,3112.75083112
2024,6825.59369392,3656.00080735
2025,7759.7392751,4448.4623137
2026,8827.33422502,5366.37134738
2027,5448.43946592,1849.20193213
2028,6091.65642771,2365.51601722
2029,6949.27904344,3078.38868707
2030,7378.09035131,3402.92591533
2031,8342.91579401,4216.37549597
2032,9200.53840974,4933.8451469
2033,10165.3638524,5750.25192695
2034,11130.1892951,6568.08552999
2035,11773.4062569,7094.88432718
2036,12738.2316996,7915.47203694
