year,Base case cost,Modeled non-residential ashp
2017,40677.2484755,3916.71635278
2018,43787.8413635,8822.41317623
2019,48280.9199794,16034.614889
2020,50469.8557154,19419.3508692
2021,51967.5485873,21660.0237579
2022,53119.6200273,23331.5381139
2023,53926.0700353,24433.7559542
2024,54502.1057553,25158.2244804
2025,55308.5557633,26271.5399079
2026,56230.2129152,27581.8917761
2027,57036.6629232,28705.7906879
2028,57727.9057872,29643.1140876
2029,58649.5629392,30968.788147
2030,59110.3915152,31532.6042803
2031,60147.2558112,33059.5859142
