year,annotation,consumption,consumption residential,consumption non-residential
2003,,130310.0,46447.0,83863.0
2004,,146826.0,62494.0,84332.0
2005,,134396.0,44504.0,89892.0
2006,,122768.0,39933.0,82835.0
2007,,83183.0,33313.0,49870.0
2008,,77643.0,20480.0,57163.0
2009,,77283.0,29789.0,47494.0
2010,,83568.0,26539.0,57029.0
2011,,72935.0,26966.0,45969.0
2012,,63387.0,23281.0,40106.0
2013,,26362.0,12837.0,13525.0
2014,,14673.0,6006.0,8667.0
2015,,3206.0,895.0,2311.0
2016,start of forecast,27166.0,18998.0,8168.0
2017,,27061.0,18894.0,8168.0
2018,,26967.0,18799.0,8168.0
2019,,26883.0,18716.0,8168.0
2020,,26794.0,18626.0,8168.0
2021,,26691.0,18524.0,8168.0
2022,,26591.0,18423.0,8168.0
2023,,26472.0,18305.0,8168.0
2024,,26351.0,18184.0,8168.0
2025,,26223.0,18055.0,8168.0
2026,,26091.0,17923.0,8168.0
2027,,25946.0,17779.0,8168.0
2028,,25794.0,17626.0,8168.0
2029,,25687.0,17519.0,8168.0
2030,,25562.0,17394.0,8168.0
2031,,25417.0,17250.0,8168.0
2032,,25231.0,17063.0,8168.0
2033,,25041.0,16873.0,8168.0
2034,,24841.0,16674.0,8168.0
2035,,24652.0,16484.0,8168.0
2036,,24478.0,16310.0,8168.0
2037,,24312.0,16144.0,8168.0
2038,,24140.0,15972.0,8168.0
2039,,23960.0,15793.0,8168.0
2040,,23765.0,15597.0,8168.0
