year,Base case cost,Modeled residential ashp
2017,2166549.39519,4289830.27485
2018,2392196.07996,4372262.01066
2019,2704256.72456,4500682.20156
2020,2850225.46401,4542240.63722
2021,2944675.82482,4557843.98856
2022,3014508.42905,4557867.11039
2023,3066872.08899,4549440.43896
2024,3098044.3228,4528823.54685
2025,3133467.01471,4509060.58094
2026,3193232.46548,4506099.99025
2027,3227682.0885,4486773.4252
2028,3253259.7405,4463381.68361
2029,3290870.40752,4444433.60005
2030,3311223.66698,4417130.13688
2031,3347459.34535,4398088.96991
