year,Base case cost,Modeled non-residential ashp
2017,4466734.78402,5927308.01052
2018,4925863.64807,6296677.33795
2019,5561580.53676,6817281.70835
2020,5861780.17864,7052054.57183
2021,6056027.00574,7196904.72403
2022,6214956.22791,7312103.73094
2023,6338567.84516,7397640.09601
2024,6426861.85747,7453502.59202
2025,6532814.67226,7524892.75885
2026,6674085.09196,7626870.72403
2027,6780037.90675,7699142.69292
2028,6868331.91906,7756769.28903
2029,6991943.53631,7844953.04444
2030,7080237.54863,7903400.88269
2031,7203849.16587,7992386.63238
