year,Base case cost,Modeled non-residential ashp
2017,169411.144829,228566.575283
2018,179819.545042,238228.503124
2019,194534.869482,252227.995359
2020,201354.166173,258326.426483
2021,206378.911104,262642.479401
2022,209968.014626,265535.694335
2023,212480.387091,267365.621047
2024,214274.938852,268491.818606
2025,216787.311317,270353.696257
2026,219658.594135,272590.936984
2027,222170.9666,274483.285425
2028,224324.428713,276030.388732
2029,227195.711531,278311.743408
2030,228631.35294,279167.330794
2031,231861.546109,281836.345519
