year,Base case cost,Modeled non-residential ashp
2017,5685051.53826,5294381.07472
2018,6227412.94409,5657063.88777
2019,6971222.87208,6161158.40472
2020,7343127.83608,6405307.86326
2021,7591064.47875,6563058.80979
2022,7777016.96074,6677791.26653
2023,7916481.32224,6760343.77991
2024,8024953.60341,6821555.09971
2025,8148921.92474,6893958.63067
2026,8319378.36657,6999240.74342
2027,8458842.72807,7083157.4015
2028,8567315.00924,7145700.89389
2029,8722275.41091,7241099.83079
2030,8799755.61174,7282569.0337
2031,8970212.05357,7389420.83033
