year,Base case cost,Modeled residential ashp
2017,947249.036714,1278822.18221
2018,1032793.30568,1348435.9804
2019,1146182.52706,1440380.33729
2020,1217774.25366,1501555.98684
2021,1281088.79414,1558130.71277
2022,1340950.80012,1612478.32501
2023,1398620.61197,1666471.87438
2024,1450269.48303,1715057.19337
2025,1506969.49948,1768693.65774
2026,1568493.60166,1825316.07661
2027,1629851.21376,1882997.42622
2028,1689191.00174,1939273.66213
2029,1752360.99429,1998767.39219
2030,1814805.02278,2058760.57903
2031,1886171.25869,2125225.13162
