year,Base case cost,Modeled non-residential ashp
2017,1374512.70577,1700812.37737
2018,1456288.64772,1774188.9571
2019,1566371.64651,1872965.12212
2020,1619840.53164,1920942.11656
2021,1654438.04555,1951986.05414
2022,1682745.10238,1977385.63943
2023,1701616.4736,1994318.6963
2024,1717342.61628,2008429.57701
2025,1733068.75897,2022540.45773
2026,1758230.58726,2045117.86688
2027,1777101.95849,2062050.92374
2028,1792828.10117,2076161.80446
2029,1811699.47239,2093094.86132
2030,1824280.38654,2104383.56589
2031,1849442.21483,2126960.97504
