year,Base case cost,Modeled non-residential ashp
2017,829848.372576,1023714.30493
2018,915710.55401,1095346.27693
2019,1038779.68073,1198018.77013
2020,1096021.13502,1245773.41813
2021,1138952.22574,1281589.40413
2022,1167572.95288,1305466.72813
2023,1190469.5346,1324568.58733
2024,1207641.97089,1338894.98173
2025,1227676.47989,1355609.10854
2026,1256297.20703,1379486.43254
2027,1276331.71603,1396200.55934
2028,1296366.22503,1412914.68614
2029,1319262.80675,1432016.54534
2030,1333573.17032,1443955.20734
2031,1362193.89747,1467832.53134
