year,Base case cost,Modeled transmission and interties
2021,327600.226878,1964333.38514
2022,339995.911138,1977542.0828
2023,348868.710075,1986999.62795
2024,356770.217049,1995574.11327
2025,366355.088552,2005794.35074
2026,376592.693239,2017009.6927
2027,385849.636587,2027339.93078
2028,394102.495156,2036299.36132
2029,405216.136486,2047997.61221
2030,413111.397209,2056269.92379
2031,425585.159601,2069726.92993
2032,435871.172731,2081008.06594
2033,447996.706654,2093612.97775
2034,460247.165588,2106831.58223
2035,468521.886034,2115817.78745
2036,480986.27905,2129268.12844
2037,490721.060567,2139328.30541
2038,503424.372668,2153034.09805
2039,513879.034563,2164684.74578
2040,527320.965794,2179008.0666
