year,Base case cost,Modeled non-residential ashp
2017,15540.8652629,23840.4918281
2018,16790.5353962,25139.1667491
2019,18581.7292539,27000.6008026
2020,19414.8426762,27866.3840833
2021,20039.6777428,28515.7215438
2022,20456.2344539,28948.6131841
2023,20789.4798228,29294.9264964
2024,21039.4138495,29554.6614806
2025,21372.6592184,29900.9747929
2026,21747.5602584,30290.5772692
2027,22039.1499561,30593.6014174
2028,22330.7396539,30896.6255657
2029,22663.9850228,31242.9388779
2030,22872.2633784,31459.3846981
2031,23288.8200895,31892.2763384
