year,Base case cost,Modeled residential ashp
2017,131873.44908,627469.945405
2018,143685.214857,615918.368247
2019,160586.363911,605440.578446
2020,169900.86643,595943.212197
2021,178911.839741,588407.971556
2022,185748.281434,580294.73752
2023,192724.517211,573911.47706
2024,199809.203985,567895.42588
2025,207002.341755,562240.519992
2026,214960.282555,556934.584333
2027,222721.737835,552004.45348
2028,230263.468093,547421.239371
2029,238265.064864,543196.414082
2030,245313.119581,539236.391156
2031,254273.181877,535751.041253
