year,Base case cost,Modeled non-residential ashp
2017,141233.494521,316084.451516
2018,150573.300677,317162.936292
2019,163592.42441,320432.515203
2020,169535.937418,319776.042577
2021,173781.303853,318248.658873
2022,176894.572572,316169.979979
2023,178875.743574,313537.841148
2024,180856.914577,310993.793206
2025,182838.08558,308535.771747
2026,185385.305441,306483.593345
2027,187649.500873,304352.539773
2028,189630.671875,302140.688052
2029,191894.867307,300167.993533
2030,193309.989452,297788.956626
2031,196140.233742,296289.117685
