year,Base case cost,Modeled residential ashp
2017,8464103.93857,21799279.5386
2018,9577496.41911,22594187.9882
2019,11090075.8396,23794771.0989
2020,11858080.6289,24259851.575
2021,12476815.2645,24583108.8153
2022,12931187.8787,24749285.391
2023,13315423.4997,24852214.829
2024,13637293.6872,24899510.799
2025,13996664.1173,24990654.9637
2026,14428628.3564,25160513.7054
2027,14831515.7206,25307499.1196
2028,15180561.2975,25406779.3005
2029,15570412.4971,25552554.9903
2030,15869573.4748,25613576.439
2031,16313972.2094,25825101.6297
