year,Base case cost,Modeled transmission and interties
2021,419705.440034,1030852.49895
2022,436371.33911,1048386.46967
2023,448856.124232,1061532.53602
2024,460316.979677,1073610.41405
2025,477940.118808,1092247.25947
2026,494401.882579,1108416.83455
2027,508643.369927,1123408.55909
2028,520810.159414,1135036.92786
2029,537014.110868,1152070.05573
2030,548701.060396,1165601.69181
2031,566612.103503,1183212.09877
2032,584786.651944,1202301.00132
2033,603224.705719,1220419.77452
2034,623063.241545,1241249.94176
2035,637227.466526,1256128.59561
2036,657201.82146,1277094.06576
2037,672529.048377,1293198.76525
2038,692622.143369,1314281.72104
2039,713221.103539,1334583.17845
2040,735732.917243,1358180.445
