year,Base case cost,Modeled residential ashp
2017,494636.229087,601607.465579
2018,531935.426018,625753.6319
2019,589563.074353,664967.037381
2020,618085.121537,684720.397492
2021,640549.612184,701046.807188
2022,658942.345026,715055.196493
2023,674231.179344,727274.990335
2024,688564.674423,738977.879293
2025,719616.623144,766960.787538
2026,737955.459811,781353.715022
2027,754133.21715,794462.431885
2028,769280.514995,806979.123609
2029,795102.711519,829293.845303
2030,808164.050291,840601.446661
2031,827604.650703,856096.137889
