year,Base case cost,Modeled non-residential ashp
2017,156078.149419,187830.21489
2018,176198.47089,204337.428979
2019,201725.73089,224927.919263
2020,213671.090356,234386.736412
2021,222317.630356,241146.72788
2022,228499.279823,245893.632193
2023,233028.529823,249291.754395
2024,236740.029289,252027.561679
2025,240857.629289,255102.72587
2026,246216.488756,259204.232422
2027,250745.958756,262631.274693
2028,254451.888756,265389.539925
2029,259811.208222,269511.789049
2030,262693.668222,271607.635259
2031,268053.317689,275742.956192
