year,Base case cost,Modeled residential ashp
2017,156078.149419,184918.485282
2018,176198.47089,202134.220267
2019,201725.73089,223756.427006
2020,213671.090356,233659.512708
2021,222317.630356,240722.656563
2022,228499.279823,245667.266558
2023,233028.529823,249193.318141
2024,236740.029289,252022.949836
2025,240857.629289,255211.360625
2026,246216.488756,259481.209077
2027,250745.958756,263042.37806
2028,254451.888756,265900.519783
2029,259811.208222,270195.490511
2030,262693.668222,272358.320793
2031,268053.317689,276669.114724
