year,Base case cost,Modeled residential ashp
2017,520813.447203,843651.641366
2018,563113.042312,871549.676074
2019,620425.66355,911592.569146
2020,652357.781588,932021.680574
2021,684465.839262,954502.559965
2022,705043.219556,966461.26569
2023,722697.637064,976286.158883
2024,738403.412716,984732.286435
2025,763680.084104,1002668.06301
2026,783175.685569,1014522.40227
2027,801781.244456,1025831.13792
2028,818317.763843,1035628.22511
2029,837332.674715,1047594.30124
2030,853063.429873,1057043.76374
2031,873654.649888,1070606.68606
