year,Base case cost,Modeled non-residential ashp
2017,953478.581525,1154251.65499
2018,1018486.61228,1210802.67315
2019,1108775.54389,1290956.70083
2020,1152114.23107,1327536.04927
2021,1181006.68918,1350767.61679
2022,1202676.03277,1367366.91088
2023,1218928.04046,1379011.32137
2024,1231568.49088,1387378.28488
2025,1246014.71994,1397504.06093
2026,1264072.50626,1411066.17658
2027,1280324.51395,1423024.64829
2028,1292964.96438,1431698.31222
2029,1309216.97207,1443802.98895
2030,1320051.64386,1450940.04267
2031,1338109.43018,1464863.53994
