year,Base case cost,Modeled residential energy efficiency
2017,367607.887057,419613.575852
2018,387650.080727,436359.505731
2019,409825.535586,454002.597879
2020,420409.275405,462423.164586
2021,427465.101952,468036.875724
2022,438282.466668,477618.141519
2023,441859.03411,480473.651256
2024,445435.601552,483329.160994
2025,449012.168994,486184.670732
2026,453610.612848,489856.040395
2027,457698.118496,493119.480096
2028,461274.685938,495974.989834
2029,465873.129792,499646.359497
2030,468427.820822,501686.00931
2031,473537.202882,505765.308936
2032,478135.646736,509436.678599
2033,483245.028797,513515.978224
2034,488354.410857,517595.27785
2035,491930.978299,520450.787588
2036,497551.298565,524938.017176
