year,Base case cost,Modeled non-residential ashp
2017,212779.890688,212618.406559
2018,241600.935984,238835.622143
2019,277138.523896,270792.944202
2020,294099.645399,286045.302457
2021,305407.059735,296213.541294
2022,319444.725298,309274.770716
2023,325176.403891,314436.861559
2024,330908.082483,319598.952402
2025,336639.761076,324761.043245
2026,344009.062123,331398.017186
2027,350559.551943,337297.549578
2028,356291.230536,342459.640421
2029,363660.531583,349096.614362
2030,367754.587721,352783.822107
2031,375942.699996,360158.237597
