year,Base case cost,Modeled residential ashp
2017,40232.9799925,240703.360081
2018,43231.6816213,233446.635351
2019,48236.8699008,225793.10879
2020,49828.4797303,219549.369328
2021,50630.2955454,213948.945501
2022,51810.1250053,209706.037379
2023,51838.5260736,204837.638132
2024,51606.3923484,200232.903105
2025,51461.5304422,195560.263957
2026,52468.0969276,191656.327285
2027,52276.1446268,187073.097775
2028,51947.7827039,182645.211188
2029,51911.947365,177896.489892
2030,51424.6543268,173662.690374
2031,51323.3019171,168972.59797
