year,Base case cost,Modeled transmission and interties
2021,246889.195955,1910885.62174
2022,252684.092826,1891255.0368
2023,257171.423223,1870948.08999
2024,260360.571595,1850257.08765
2025,264165.96541,1830424.26489
2026,268551.63095,1811770.23509
2027,272299.154001,1793257.82257
2028,275396.021964,1774636.97714
2029,280355.702929,1758032.20916
2030,282784.710983,1739479.29656
2031,287694.341557,1724101.22551
2032,292575.818786,1708878.87134
2033,297429.14267,1694382.6797
2034,303638.519343,1681285.89509
2035,306589.928357,1665844.43843
2036,311993.806545,1652915.60289
2037,315700.663652,1638693.28213
2038,321063.875898,1626845.7725
2039,325993.839443,1614617.8087
2040,332772.539318,1604568.20569
