year,annotation,consumption,consumption residential,consumption non-residential
2003,,400317.0,230463.0,169854.0
2004,,388728.0,229391.0,159337.0
2005,,376170.0,225203.0,150967.0
2006,,370936.0,236180.0,134756.0
2007,,345969.0,227914.0,118055.0
2008,,343938.0,229478.0,114460.0
2009,,373174.0,249255.0,123919.0
2010,,352692.0,239398.0,113294.0
2011,,359806.0,239441.0,120365.0
2012,,360881.0,242271.0,118610.0
2013,,346662.0,241281.0,105381.0
2014,start of forecast,355188.0,240403.0,114785.0
2015,,354785.0,240000.0,114785.0
2016,,354365.0,239579.0,114785.0
2017,,353917.0,239132.0,114785.0
2018,,353288.0,238503.0,114785.0
2019,,352427.0,237642.0,114785.0
2020,,351564.0,236778.0,114785.0
2021,,350743.0,235957.0,114785.0
2022,,349851.0,235066.0,114785.0
2023,,348976.0,234191.0,114785.0
2024,,348050.0,233265.0,114785.0
2025,,347120.0,232334.0,114785.0
2026,,346161.0,231376.0,114785.0
2027,,345254.0,230469.0,114785.0
2028,,344375.0,229590.0,114785.0
2029,,343149.0,228364.0,114785.0
2030,,342055.0,227269.0,114785.0
2031,,341145.0,226360.0,114785.0
2032,,340506.0,225720.0,114785.0
2033,,339958.0,225173.0,114785.0
2034,,339446.0,224660.0,114785.0
2035,,338938.0,224153.0,114785.0
2036,,338429.0,223644.0,114785.0
2037,,337944.0,223159.0,114785.0
2038,,337550.0,222765.0,114785.0
2039,,337277.0,222492.0,114785.0
2040,,337107.0,222322.0,114785.0
