year,Base case cost,Modeled non-residential ashp
2017,46690.19085,54989.8174153
2018,50444.6366957,58793.2680486
2019,47038.1114955,55456.9830441
2020,49147.0692522,57598.6106593
2021,50728.7875697,59204.8313706
2022,51783.266448,60275.6451782
2023,52626.8495507,61132.2962243
2024,53259.5368777,61774.7845088
2025,54103.1199803,62631.4355549
2026,55052.1509709,63595.1679817
2027,55790.2861857,64344.737647
2028,45967.4961895,54533.3821013
2029,46653.476836,55232.4306912
2030,47082.2147401,55669.3360598
2031,47939.6905482,56543.1467972
