year,Base case cost,Modeled residential ashp
2017,46690.19085,74094.7279382
2018,50444.6366957,78058.1971296
2019,47038.1114955,74951.2720583
2020,49147.0692522,77199.5787121
2021,50728.7875697,78885.8087025
2022,51783.266448,80009.9620294
2023,52626.8495507,80909.2846909
2024,53259.5368777,81583.7766871
2025,54103.1199803,82483.0993486
2026,55052.1509709,83494.8373428
2027,55790.2861857,84281.7446717
2028,45967.4961895,74507.7267895
2029,46653.476836,75249.4469949
2030,47082.2147401,75713.0221232
2031,47939.6905482,76640.1723799
