year,Base case cost,Modeled non-residential ashp
2017,695810.102297,762255.328113
2018,744447.418568,808519.018747
2019,815936.818942,877307.391473
2020,849435.105213,908831.786567
2021,878961.497413,936598.039645
2022,899348.390946,955347.318341
2023,915312.095088,969795.180379
2024,929885.570142,982913.546668
2025,946106.04474,997678.623665
2026,969085.614658,1019201.80721
2027,991162.574767,1039881.01408
2028,1011468.73499,1058847.38671
2029,1030071.15172,1076076.87142
2030,1047506.49209,1092286.41516
2031,1073581.48794,1117010.75352
